,comment,eng
390,No comments,True
391,"This has everything I find soulless and boring about modern Euros (pure set collection, cube burning for VPs, drafting) yet somehow it is enjoyable. I think perhaps the simplicity of it all, and the ways for you to screw other players makes it work.  I'm looking forward to playing this with the bells and whistles to see if the frame can support everything and still remain entertaining.",True
392,"Solid, well-designed Eurogame with some tense decisions and competition for limited resources.  Nothin particularly new here but it is all well integrated and executed with an appealing theme and an attractive design.",True
393,Rating is for solo play.  Rating -- Indifferent plus,True
394,"This is really a story with a bit of a game element too.  I've enjoyed it way more than I think I should have, but my rating reflects how much fun I've had with the game.  Having the right group is important with any game and probably even more important with this one.  We completed the Asylum case from the base set and we've got the Marcy case too, so we will be playing more.  Here's a game I never expected to try and now I'm delving into the expansions.  Huh.",True
395,"Played the first scenario and had a blast. I really think, that T.I.M.E Stories provides a solid platform for the most inventive and surprising adventures seen in a boardgame format. The basic ruleset seems to be rather robust while still allowing for a lot of flexibility in writing the story and designing the puzzles. My prediction is that the true potential of this game is yet to be seen, since it really boils down to the skills of the authors of the future stories. Basically the options are infinite.  So, I think it will be unfair to judge the game on a basis of a single story since the next one may be worse or better. As a matter of fact, T.I.M.E Stories is a platform while the game comes in the scenarios. The first scenario included in the base game was purely designed for one time use with no replay value whatsoever. But this does not have to be the case, since future scenarios may well stand the test of multiple plays. It is just a question how cunning the designers become. The only thing I am worried about is the amount of money needed to keep the game fresh. However, I reckon the demand and offer for used copies of the scenarios in the market will reach a nice equilibrium rather quick.",True
396,"Causes too many arguments to be great - pity, coz I really like this sort of game",True
397,"The classic roll and move game.  Long playing time and player elimination remove whatever simple charms this game might have had.  Although this game has been around forever -- how many complete games have you played?  One day I will try the variant with all properties landed on being auctioned in a once-around format with the person who landed on it bidding last -- under those circumstances, I could imagine this being a decent game.",True
398,What can I say?  It's Monopoly.,True
399,"Good fun but our youngest still has trouble with his reflexes - he'll learn fast enough! - he's only 3.5, so...  ...getting better at it already!",True
400,I have two of the center pieces that make him fly. Louie Louie we got to go. Watch out for those chickens.,True
401,Can be great fun even for adults,True
402,We played with 2 monsters the other day.  And that somehow did the trick.  I suddenly liked the game a lot more.,True
403,"Egy újabb különleges Chvátil-játék, amit kipróbálhattam. A kártyák lehelyezése nagyon jól ki van találva (nagyon halványan a Shogunra emlékeztet), ez a része nagyon tetszik. A csata már kevésbé. Vagy mi voltunk bénák, vagy a játék túl erős ""ellenfél"", de második körig el se jutottunk:) Játszanék még vele mindenképp! Nyelvfüggő... --- Az újabb partit már 4-ből 3-an túléltük, de így is nehéznek tűnik:) Amit még kiemelnék: nagyon jó a grafika, a táblákon nincs egy betűnyi szöveg sem, csak a kártyákhoz kell nyelvtudás. --- 4-dik alkalommal úgy tűnik sikerült végre a jó szabályok szerint játazani, így más volt! Nem tűnt reménytelennek, mindenki simán túlélte (nem is nagyon lehet elveszíteni idő előtt, szóval valahogy nagyon rossz szabályokkal játszottuk korábban!). Ami furcsa volt, hogy szorosnak éreztük mindannyian, ehhez képest a végén megdöbbentően nagy különbségek lettek: ketten minuszba kerültünk, ketten pedig plusz 20 körül végeztek, ki érti ezt:) A másik, hogy elég hosszú a játék, szabállyal mindennel volt vagy 3 és fél óra 4 fővel!",True
404,"Repetitive in a addictive, exciting and evil way.",True
405,Very interesting game with dice. A liked it a lot. Play with the optional rule that after you throw the dice you have to pick the pair that maximizes the number of new runners that can be introduced.,True
406,"An old themeless ""press your luck"" game. I like the simplicity. ",True
407,"Since I can usually stop, I do OK.",True
408,"fantastic press-your-luck dice game, if you like that sort of thing.",True
409,A classic.  Anyone with kids needs to have this one in the closet.,True
410,"[53 plays] Amazing fun for such a simple little game. It's all probabilities, risk analysis, and risk tolerance. Very fun dice game.  Most recent plays June '17.",True
411,"It seems to have some depth but I failed to grasp any substantial depth from the first play. Perhaps it's because I played in a crowded area. Waiting for second play to judge better. Simple numbers game, which leaves room for extra strategy.",True
412,"I am suprised at just how deep the play is for this ""light"" card game... and I was expecting it to be fairly deep based on reviews!  I was suprised by the amount of press your luck in the hand management, but I found that added a bit more thrill to each draw.  Challenging and fun with or without Tactics cards.  Received in trade for Throne World.  ",True
413,"I enjoyed this deeper San Juan game.  There's no blocking like in SJ, you can plan out your moves, the starting cards combo well, it plays fast yet is pretty deep, and pretty interesting.  This game is the example of multiple player solitaire, which I don't like.  The iconology has a deeper learning curve at first, however easy to figure out once you're familiar.",True
414,"Fairly light tile-laying game.  Random factor due to single tile playing.  But optimal play each turn is quite difficult to determine.  Farmers seem to be the key to winning, unless you get into a ""Farmer war"", then the city builder will win.  Just played this with 6 players and the Princess & Dragon and The Tower expansions.  They turned a nice game into something very nasty.  It was also highly random due to the 6 players.",True
415,A colorful Euro.,True
416,"Apparently I'm terrible at trivia. Fun game, scoring for second edition needs to be used.",True
417,"This is a fun little party game that plays similar to Say Anything (same designer) but with numbers.  A question is read with a specific numerical answer, everyone writes down their guess, and afterwards betting is made with poker chips on which answer is correct.  Whoever is closest without going over gets a payout.  We like to play with more than the suggested 7 rounds because it feels like the game is over too quick with just 7.  A lot of times the winner of this game is determined early though.  One big payout and a player can usually be stingy for the rest of the game and win.  This is especially true when a player knows the right answer.  The game is best when nobody knows the right answer but can make a reasonable guess and most of the questions do a good job of coming up with questions that fit this bill.  But when someone knows the answer for some specific reason and can bet the bank on that answer they can get a huge lead.",True
418,"Not a bad game at all, but it drags a little long for what it is. This will be perfect if it lasts 45 minutes. It is the typical ""take that"" kind of game in which after a couple of hours someone manages to win because nobody had the cards to stop him/her. So, it is a game of staying there, near the victory, to make your move hoping that nobody find the right card to spoil your plans. And yes, the best moves, those that seems inbeatable, are taken down over and over again. The ride is nice, some minor dose of strategy is present, but at the end it is just another kind of lottery.You don't necesary will love this game, but if you don't like it, you are going to hate it.",True
419,A very nice game in every way.,True
420,Nice light game that tends to be fairly close and tight.   Difference between winning and losing can come down to smart use of the colored tracks.,True
421,Two small pages of rules don't stop this from being a top game. My most played on BSW.  ,True
422,"Nice, fast and fun.",True
423,"6 plays.  Too long for the amount of fun involved... and too many calculations that could be for 'naught when you get blocked out by opponents.  Details --> Roll dice & decide how to spend them to bribe characters.  Block your opponents from playing their dice to the board.  Poor rolls can really tank your game.  Seems like 3 dice is too few to keep all players competitive... because someone is bound to have really bad luck with the dice.  I hate to think that there might be a single, viable strategy, but perhaps everyone needs to rush to get the ""farming"" building (which gives you a 4th die for production).  The game seems to have a rich-get-richer problem.  -------------Others say:  middle/light weight game, reminiscent of ""To Court the King"" but more complicated with more interesting decisions, too long for this genre, no chance for 2 losers to catch up in 5-player game. ---------Update: it's slightly better with 3 players where there aren't as many calculations and permutations to run through.  UPDATE 2014 (at 10 plays): A worker placement puzzle that becomes exceedingly frustrating, painful and tedious... especially if you roll poorly for several consecutive turns or your opponents are playing willy-nilly and not keeping other players in check by blocking.  The dice randomness and limited ability to mitigate it really kills this game for me.  Also, the fixed sequence of buildings is boring.  Variable buildings or building chains would greatly enhance replayability.",True
424,"It has some of the flavor of To Court the King, made much longer and more complicated. Too long, actually. Of course, maybe it's just me, but it seems to take a long time looking at everyone's dice and trying to figure out all the permutations. Even just looking at your own roll, with all the possible modifiers, takes a while!",True
425,"Obvious comparisons can be made to Crown the King, but this is a far superior title. Even though it's got the potential for dice screwage. It shouldn't happen frequently because you're rolling so often but rest assured there will be games where you just don't get very good rolls consistently.",True
426,"Initial rating based on one solo play!  Quite like the art - definitely like the implementation of the theme. Rules are pretty straightforward (and clear). Like the idea of scenarios/quests - although the core game only has limited options, and the co-op (and solo) nature is a nice change from either a ""you play hero I'll play Sauron"" or 'race for points'.  I like that it's a LCG rather than a CCG, and I like the fact there is deckbuilding.  However all might not be great, first experience was a blow-out, got crushed and I don't think it was poor play on my part. I wonder how much of the game is determined by the random order of the encounter deck, rather than the player decisions (ie. do you play the game, or does it play you).  Need to play it more, and try some expansion packs. Rating likely to change, just not sure in which direction at the moment!  ** Update, played it more, both Solo and 2 player, and I'm liking it more, but the 3 scenario limit of the core set seems rather miserly, fortunately there are some great player made scenarios for variety. Rating increased to 8 for now ... [Lore sphere seems to be best in a support role which explains my first game disaster]  *** Update, played some more - and I think 'out of the box' decks are designed for multiplayer play rather than solo, and in that format are fine. I need to investigate deck building, but the current card pool (with one core box) is rather limited! Need another core box (curse you FFG - LCG is a CCG with new clothes ...)  rating increased, haven't been this gripped by a L(C)CG since MECCG.",True
427,"A coop LCG, who'd have thunk it?  It's really just an expandable and variable coop with customizable decks, which while the essence of LCG is still something new altogether.  Wonderful new and classic art, great new mechanics, and a blast to play.",True
428,Oatmeal material is fun and the game thankfully doesn't take too long.,True
429,"A roll-and-move car racing game with a bazillion expansion tracks.  Tracks have variable numbers of lanes and turns. Cars can take hits on their tires, brakes, fuel, engines, or body. There are 6 gears, each associated with a different modified (i.e., not usual distribution) die (d4 --> d30). Players start in 1st gear and can shift up or down 1 gear each turn for free. Each turn requires 1-3 stops; may skip 1 of these and take damage to tires (skipping >1 --> car explodes). Brakes are used to slow down and to downshift quickly, gas to downshift quickly, engines to downshift very quickly. If you take maximum damage in any of these, your car explodes. You can take 1 pitstop (typical 2 or 3 lap race), where tires are replaced.   There are a lot of extra rules about passing, lane changes, slipstreaming ... and even weather. Lots of complexity, but a LOT of dice: rolloff for pole position; roll every turn for movement; if you end up next to someone, roll to see if anyone takes body damage; if any player is in 5th or 6th and rolls max speed, ALL players in 5th or 6th gear roll to see if they take engine damage; when you pit, roll to see how quickly you come out of the pit. The game is definitely more than just a dicefest -- you need to know how to handle the turns, when to move in and out, when to use up your car, etc. -- but to me it doesn't feel like there's much more! Lots of dice rolling in a game that takes WAY too long to play. I much prefer Formula Dé Mini, which simplified the game considerably (but it's still a dicefest!)",True
430,I was underwhelmed with the game play but would like to try it again as I'm sure it has some subtle strategy.  My first game was suprisingly dry... maybe it was the group.,True
431,"[Played 2 times] Dicefeast. Better with more player, but downtime becomes a pain. Player elimination is unfortunately possible even early in the game. The advanced rules add some strategy, but it's still just an elaborated exercise in luck.",True
432,"Fast and furious Formula One driving game that can accomodate up to 10 cars. The essence of the game is players must select a gear and roll the appropriate die for that gear. First gear rolls 1 or 2, but 6th gear rolls between 21 and 30! Some simple rules for cornering and handling, in addition to spectacular components, adds up to a great F1 experience. The basic game comes with the Monaco circuit, but copious expansion tracks allow you drive the complete Grand Prix season, and most of the Indy Car season also! For a game that's really glorified die rolling, it's a heck of a lot of fun! My rating rises to around an 8 when played in a league format.",True
433,"On a race track, players race cars by making decisions on which gear to select. Number of hexes you move is determined by a die roll dependent on the gear you are on. You are allowed a certain number of tire, fuel, brakes, engine and body work hits (depending on how you take corners, land adjacent to other cars, etc). I'm not a huge racing game fan, but there is a fair amount of luck with the die rolls. It's okay, and can support a large number of players.",True
434,"In the island of Bora, Bora there are 6 rounds. Each round you roll three dice. You place dice, one at a time on action tiles to do the action: expand by water or land, take a man tile, take a woman tile, build, put a priest on a temple or do a helper action. The higher the dice you put on the action tile, typically the higher amount of things you get to do. However, subsequent plays on that action tile can only be dice that are of lower value.   You then decide to use one man and one woman tile (which are variants of the action tile). Finally you complete tasks, buy jewels and draw more task tiles.  Finally added to the mix are God cards which let you score fish, or modify dice, or give you more man/woman actions.  In the endgame you score points for being adjacent to fish (the last one in gets the fish points).   There are a myriad of ways to score points, which may turn some people off. I don't mind it, but certainly this is one of Feld's more complex games. I enjoy the various challenges of trying to meet tasks, and you are jammed for actions. I'm not sure this game is that accessible to all gamers though. Still, I'd like to get in a few more plays. ",True
435,"This game has the action variation of Trajan, but the theme works together, and different actions influence each other from time to time. It has the dice determining your actions mechanic of Burgundy, but it's player driven rather than game mechanics driven, where in Bora, you get to take an action so long as no player as assigned a lower die value to that action yet (and the higher the die value, the more options you have for resolving that action). I think hands down this is the best Feld game I've played yet, and I'm very pleased he seems to be building and polishing his good ideas from previous works.  :star: Art and components :star: Innovative mechanics :nostar: Handles 5 or more players :star: Good with min or max players :star: Low time between turns :nostar: Comfortable complexity :star: Re-playability :star::star::nostar: Enjoyment",True
436,pretty solid euro with some interesting choices to be made and multiple paths to victory.,True
438,"Excellent little game in a tiny package.  Boils down decision making to essentials.  Everything is out in the open and there.  A little bit of luck.  Great game, plays fast.  What's not to like?",True
439,"Fantasy Wargame: dice:varaible powers:modular board:secret missions  A nice little war game in a reasonable amount of time (for a war-game). A little exploration added in the mix along with a modular board and plenty of cards should keep this interesting for a bit. Light on strategy which is pretty straight forward and dictated by your cards but the game importantly doesn't forget to be fun.   Lots of interaction as can be expected and it is encouraged by the system as it is the only way to get VP's, also ""the king of the hill"" bonuses to be had encourage fights too. A good dose of luck in the dice as usual but even more so in the missions which is where you get your points from, these come from a random draw at the end of your turn but at least you have several to choose from. I did like the balancing effect of losing wars which gave you cards amounting to certain ""power ups"" to help you along the way.   I thought with 4 it ran just a tad long (easily fixed by changing VP total) and just a little downtime was there but no real AP (maybe I am too used to 2 player war games), 3 would be perfect and apparently 2 works as well.   I don't see much comparison to A&A or Risk, besides being a war game that uses dice it is quite a  different game and stands on its own fine. A good and shorter ALTERNATIVE to those games? I would say yes this is a relevant statement.  ",True
440,"This is liked the ""fixed"" version of Twilight Imperium, cleaned up and distilled into a shorter, better game.",True
441,Purchased from KB Toys online in April 2007.  This is the first game I bought thanks to BGG.,True
442,I played Ingenious before this and I thought it was neat that the end game scoring mechanism is similar.  The actual game play is totally different however.  This is a very confrontational game even though there is a lot of Euro aspects to the game.  One thing that bothered me is that the King and the Trader are important pieces with unique abilities but unfortunately the Priest and Farmer are nothing more than circular tokens that influences a tile of their respective colour. There also seems to be an issue of who can get a lot of red tiles at key points during the game.,True
443,This has elements of a great game. But the random draw of tiles can deterimine the whole outcome of the game. The rest of the game has a all-or-nothing mentality too. And it's based on those tiles. I don't like it.,True
444,"I usually don't like hidden information games, all other things being equal, and I generally prefer light games, so I'm surprised I liked this one as much as I did.",True
445,"Thank you.  Even before I judge the depth of this game after more plays, I can see that it will (hopefully) initiate a whole new genre of adventure games. Great!",True
446,This game seems to have just about every game mechanic in it you can think of but still manages to work. Often referred to as the Tetris game.,True
447,"PoF is a very fun game with several nice mechanics combined. You have auctions, you have building, you have tight competition. It is a very well done strategy game for anyone who likes Euros or Tetris (twice as much fun if you like 'em both)!",True
448,"I want to rate this higher because it's highly a strategic euro with an approachable theme, but I just can't.  The first reason is that I find it to be too fiddly.  The second is that I feel the cards introduce a catch 22: The cards seem to be a little on the unbalanced side.  To rectify this people can play the 'Family' version which has no occupations/minor improvements.  In doing so, players can't accomplish as much in the game which takes away some of the fun and more importantly there will be a LOT less variety from game to game. Drafting is another method that addresses the problem with card balance. The benefit of drafting, other than a balancing mechanism, is that you can try to draft cards to match a specific strategy you want to try rather than virtually being forced to use the strategy that you've been dealt. An example of this is having to play an early plowing strategy due to being dealt the Field Watchman. The issue with this is that drafting does add a fair chunk of time to a game already of medium to high length depending on the number of players.  After further plays I dislike the end game scoring because you're always trying to get at least some of everything, instead of doing what you want.  After further plays, I feel that the player that's able to grow their family the earliest has a huge advantage and will likely win the game.  Due to this mechanism, I don't feel that Agricola is as strong a worker placement game as Uwe's Ora et Labora, All Creatures Big and Small, and Fields of Arle.",True
449,"Players represent medieval farmers, working their own 15 spaces of land.  The game is played over 14 turns, interrupted every now and again by harvest time.  The beginning of each turn sees areas of the boards seeded with stuff to make them increasingly attractive (wood, clay, animals, etc).  Players then take actions with their farmers (start with two, but can increase to five) to do stuff - build, renovate, plough, reap, breed, bake, etc.  It's all about growth and expansion, with the ultimate goal to have your 15 spaces brimming with food and animals.  Nicely executed game, great theme.  A couple of astonishing things - the innocuous looking box is jam packed full of stuff - wood, boards, playing cards.  In addition, the game comes with hundreds of cards, roughly divided into ""jobs"" and ""items"" that grant players additional abilities if they can get them into play.  This turns a rather dry game into something you can play for years and still discover things you hadn't seen before.  The designer, developer, artist and playtesters must have gone bonkers balancing all this out into a nice, playable game.  Another plus is the game feels very different, based on the number of players, from solitaire up to five.  Two years and about 50 games later, the rating has settled on a 6 - okay, but have to be in the mood.  Too much anguish to be fun.",True
450,See Carcassonne.,True
451,"Good expansion. It adds the builder meeple which is very strong, additional tiles and the trade goods which are another way to score points. It also tends to make the game longer, however.",True
452,"I used to be a fan but my wife and many others in my regular game group were not.  As an RPG'er I loved the theme and enjoyed the cut-throat gameplay.  Games can sometimes drag and there can also be a huge kingmaker problem but I usually had fun with it.  That is, until I played similar yet much, much better games and I realized the only thing connecting me to Munchkin was the ""in-humor"" for RPG players.",True
453,Great hidden role game with good bluffing. Short and sweet. To be played with the right people.,True
454,"An alternative to love letter, I like the game but it produces too often some bad ""back and forth"" situations.",True
455,Heavy economic route building game that can be very cut-throat. Would play again. ,True
456,"I don't have a comprehensive acquaintance with Wallace's train games, but Steam seems like an excellent starting point, full of turn-order jockeying and a potentially evil economy. Apart from a little fiddliness in the rail-building rules, it is about as streamlined as a game of this genre can get while still retaining a decent challenge. Inevitably, some sort of long-term strategy helps, but really it's all about the turn-to-turn interaction.  Cheap         :star::star::star::star::nostar: Quality Abstract      :star::star::star::star::nostar: Themed Light         :star::star::star::nostar::nostar: Heavy Shallow Curve :star::star::star::nostar::nostar: Steep Curve Elementary    :star::star::star::star::nostar: Complex Tactics       :star::star::nostar::nostar::nostar: Strategy Integrated      :star::star::star::star::nostar: Artificial Luck          :star::star::star::star::star: Skill Active     :star::star::star::star::nostar: Passive Short       :star::star::star::nostar::nostar: Long [b]Best with 4[/b]",True
457,"Chinatown is the best negotiation game I have found so far. There are just enough rules to provide a framework for the haggling, but the free-for-all negotiation is a blast. Very, very interactive, especially when there is no true structure to the trading.... anything goes. This type of game might be a turnoff for some, but as long as everyone is not a total introvert, or at least has 10% of a used-car salesman inside them... this game will help them discover it.  If every negotiation game needs a ""driver"" to generate the haggling, Chinatown's drivers are the need to collect certain tiles, followed by the need to gather the adjacent spots to place those tiles. There's never any downtime in Chinatown, as the round ends when everyone decides it should end. There are strong motivations for negotiating.  Another perk is that Chinatown is truly a gateway game. It's very accessible for new gamers, and the incredibly attractive Z-Man Games edition adds to the pull for newbies. There is a single but important nitpick--I can see the merit to critiques about the endgame grinding to a halt if gamers start to ""do the math"" in the final rounds, but the remedy is to pick the right players, and possibly, to introduce the optional bonus cards that dole out a little extra cash for certain building sizes. I'm still convinced this is the ideal entry-level negotiation game.",True
458,"It turns out I really like trading games!  The first time I explained the rules (draw cards for lots, draw tiles for businesses, trade anything, make money from businesses, rinse and repeat...) we felt a bit leary of something so simple. I'm still suprised how much we laughed during that game! We got heavily into the number crunching near the end (but the early uncertainty was probably more fun).  I'm not sure how I would have felt about what I got in the box if I had to pay the full MSRP... but what you get is a very attractive game. ",True
459,"This is a terrible Viking game. I think the only ones getting pillaged are your own villages. Maybe ""Invaders!"" would have been a better title.  That aside, the game is fantastic. Players take turns buying a random pairing of a tile and a colored meeple. A very clever pricing wheel changes the market value of the various pairings any time someone takes the free offering. After that, it's just a very simple tile laying game. But that's the beauty, you can explain this game in 5 minutes flat. Yet the pricing wheel provides a ton of game space, planning and push your luck elements. It's way more fun than the sum of its parts, as is true of most classic Euros.",True
460,"Like its smaller cousin, but with more variety to keep things fresh.  The extra cards manage that elusive goal -- they reinvigorate the game and add extra options without making the rules any more complex for newbies.  And, because of the changing dynamic of the table and the great complexity, this now has the staying power to be filler for some time to come.  So simple to teach, and yet it has teeth -- this'll be a light game that stays in our collection, a real rarity.  There is one problem -- the cards quite quickly start to show wear, especially the nigiri which are present in all games.  As a result, the cards can become marked.  This is the rare game where it makes sense to sleeve, even for sleeve-averse players like me.",True
461,"My second favourite game, brilliant. I love it's simple elegence. A game that can be taught in a few minutes but has a lot more depth than is immediately obvious.   On your turn there are nearly always at least two or three good options making it tough that you can only choose one at a time.",True
462,"2014-02-15 - This is a pretty good deck builder. When I first played it, I really didn't like the randomness of it. And I still much prefer the set market of Dominion, but I have come around on this game. It's more tactical than Dominion, and it has some great mechanisms. The theme is definitely stronger than Dominion's, too.  2017-11-06 - I kind of got lost in the shuffle of expansions for this one. The endless, ridiculous combos that are possible now pretty much soured me on the game. I doubt I'll play it again.",True
463,"*6* (3+ Plays) Dropping my rating after more plays because the lack of planning is starting to bug me. With 2 players it's better because there's an idea what you might be working towards, and with more it is getting quite random. Also, some cards seem overly powerful making the game a little repetitive. I wanna like this game more, and maybe I will someday after playing with the expansions, but right now it's kind of a let down, along with the artwork.",True
464,Negotiations game. City building. Didn't hit me.,True
465,"Wide open negotiations aren't for everyone, because there are people who want more control and less chaos and intuition. That's why you really need the right crowd for Chinatown. How buildings and shops are coming to play are good mechanisms, but it's a bit lame that there's no variable in profits. Now you can count open all the values of all the trades which isn't realistic and makes the game longer. The non-Alea box is terribly oversized.",True
466,Simple negotiation game where everything and I mean everything is up for trade. Super easy to teach and play. There is quite some luck in the tile draw. What I did not like about the game is how easy it is to calculate the value for each tile to each player. This does not leave  much space for negotiation and 'smart' plays.  All in all it is a good gateway negotiation game.,True
467,"Decent, but not compelling to me.  The trading seemed obvious.",True
468,"This game is great.  It is a worker placement game where workers can ""fight"" over spots.  The town building rules are very cool.  I really like this game and it was of my favorites.  It is not terribly thematic, basically Caylus with guns, but it is quick playing and great fun.    I put this in my top 20.  ",True
469,"I'm amazed they made such a game with only 16 cards. It felt like it went a bit long, but I had a good time anyways. This is one I can see in my collection in the future.",True
470,Good basic deduction game. Variants where the players always roll 6 or can move to any room remove the randomness of the dice. ,True
471,"A light deduction game for families, even though you can infer as much about the solution by watching your opponents' movements as you can by making suggestions. It's also possible to get much of the answer from an outrageously lucky guess (or not). Doesn't really go on long enough to be a true deduction game, but little risk of outstayed welcome.",True
472,"Goa merges auctions with a spatial element with resource management and tech trees.  The first thing that struck me about the game was the auctions.  You start with a grid of tiles with various abilities.  The first player places the first player maker next to one of these tiles and places one of his auction markers on it.  Subsequent players will place their auction markers on tiles diagonally or orthogonally adjacent to the previously played marker.  After markers have been placed you'll have a 'once around' auction ala Ra (the person who is auctioning bids last) and if someone else wins the auction, they pay the auctioneer.  If the auctioneer wins, they pay the bank.  After that you'll use actions to gain resources (a number of types of spices, money, ships, and colonists), increase your tech and set up colonies.  This is a decent mid-weight euro that works with all player counts who I would recommend to any one that likes auctions and either tech trees and/or resource management.  The caveats are the randomness of the expedition cards, the tech trees don't seem balanced (though the new edition apparently fixes this), I worry about any game that allows you to pay someone else (because newbies can throw the game), and I find scoring a little too tight. ",True
473,I understand it but I don't think I like it.  Update. After 5 plays I do not understand how to score points. This may be a great euro but I cannot play close to optimal.,True
474,"Rather stale.  For a medium to heavy game, you should expect better game play, but this one leaves me flat.  I will play again, but there are much better games there with similar mechanics (i.e., Puerto Rico, Princes of Florence, to name a few).  Game Played: #15395.",True
475,SOLD IT!,True
476,"Neat game, but not one I'll ever have as I don't get to play too many two player games and this is quite costly too just sit on the shelf. ",True
477,"Lot to like here . . . stands the test of time and appears to have possibily inspired more current games likse Doom and Descent.  The blips really capture the essence of such sci-fi greats as Aliens.  But, is all the hoopla in order?  If you like the the WH 40k then probably yes.  If you like the games, themes mentioned above, then probably yes.  If not, or if you are just lukewarm on them, then probably not worth it . . .",True
478,"A lot of what happens in Thebes is luck of the draw, which many people won't like. Normally I'd share that opinion, but so much of what happens is both mechanically clever and thematically appropriate that I just don't care. The primary action is drawing cards, for ""study"". The more knowledge the card gives you, the more time it takes you to learn it. Pick a deep tome and your opponents will take three or four turns before you get to go again.  Of course, having a boatload of knowledge about the area and the historical era you are searching for provides you with a huge advantage when it is time to go digging. Again, the game thematically shines here. You reach into a bag and pull chits, half of which are just empty dirt. When you pull dirt, it goes right back into the bag. The more an area is worked, the harder it becomes to find something valuable. It's an ingenious abstraction of archaeology...and one you will often curse when you spend 10 weeks pulling 8 chits and only managing to get three fairly worthless artifacts.  So yeah, there is a lot of luck. But it feels completely appropriate to the subject matter. Plus, it's just flat out hilarious when someone strikes out and equally as exciting when someone snags a high value trophy on a one week dig. I think this is one of those rare games that lets the fun out weigh the game's strategic shortcomings.",True
480,"[Played 2 times]  Simple, light, with some bluffing. Innocuous minimalistic filler.",True
481,Only game I played lasted two turns. My son grabbed the needed amout of Strongholds to win without anyone noticing.,True
482,"An interesting attempt at Euro-ising Diplomacy, that somehow doesn't quite seem to be all there. The starting position for Greyjoy/Lannister is much weaker than that of the others (a point acknowledged in the FAQ) so they need to ally from the start, otherwise expect whichever of Baratheon/Stark/Tyrell is least interfered with to win. The victory condition of 7 cities is quite a low bar and the game is entirely dependent on the players to attack the leader otherwise the game will end at mid term, just as it's getting interesting. The bottom line is that this isn't fun enough to be a 3.5 hour game, there are small map Diplomacy variants that offer much more tension.",True
483,"BGG has lost my comments on this game, but I seem to remember that I thought it was a good implementation of blind movement bidding and a number of other mechanisms. Solid game even if you're not interested in the book.",True
484,"[Played once] More ""wargam-ish"" than Memoir'44 (uglier, rules are a bit more complex and thus more fiddly), but still totally based on luck. Having to ""build the blocks"" (despite the high price) is unbearable.",True
485,"One of my favorite abstracts. Has a unique look thanks to the pastel colors, and plays great with two. It's very simple to play, but there's a lot of depth in the different ways to score points and being able to block opponents.  [b]Player Count Verdict: 2-4[/b] Best with three, but still good with two or four. With five it can be a bit too chaotic and long.",True
486,Sort of like a euro game version of Go.  My favorite game ever.,True
487,Unique game both in mechanisms and theme. You need to try it before you buy it. It is a very good game.,True
488,"Tedious, stale, and long.  Not much to like about the world's best selling board game.",True
489,"Extremely few meaningful decisions involved. It also suffers from the runaway leader problem: the rich get richer, the poor get poorer. Furthermore, it is way too long. ",True
490,A light RPG introduction.,True
491,"[b]Power Grid[/b] rose in my preferences, going from a 6 to a solid 7 after more plays, as my first experience wasn't a good one. However, once the proper rules were in place and the mindset was correct, the game flow is very good.  There is tension throughout the game, in almost all parts of it: the bidding for power plants, the acquisition of resources and the building of plants. Everything has a weight to it and must be taken into consideration, as the game doesn't allow for much room to mistakes: usually, once wrong purchase can be enough to lose the game, as more than one play was decided by some measly bucks.  And smart game, one that I reccommend easily.",True
492,art is nice... game is apples to apples.,True
493,"'twas an enjoyable party type game with real gamer mechanics.  So it still exists solely in the gamer realm, though with easy to teach rules, and creative gameplay.   I'll play it, I enjoy it while I'm playing it, but I'm not looking for it in particular, and I have plenty of games that fill this need for me I'd rather play.",True
495,"I must admit I've never really understood the fascination some have with ancient warfare. OK, Alexander and Hannibal were cool and the variety of troop types is unmatched in any later era of history, but this is an age where battle tactics consisted of nothing more sophisticated than lining up and charging. The card-driven system captures this chaotic feel very well, but the game's objectives are quite artificial in that winning requires only the killing of a certain number of opposing units. So success consists of safeguarding your own depleted units where possible, and finishing off those of your opponent. This, together with the inevitably close finish inherent in a battle of attrition makes the ending feel quite arbitrary and unsatisfactory.",True
496,"This is a nifty little push-your-luck/engine building/card drafting game that takes about 2 minutes to teach, but is engaging enough for multiple plays. I wish I had more to say but there really isn't a whole lot to it. Flip cards until you see one you want, but flip two ships of the same color and you go bust and get nothing. Buy cards to either make extra money, score victory points or protect you from busting. Wash, Rinse, Repeat.  It is fun though, regardless of that terrible elevator pitch I just gave.",True
497,"Rating for Brazilian version.   Pros: Artwork is really nice. I guess part of the fun of Modern Art is the ridiculous artwork (and artist names), but it's really cool to look at these cards.  Cons: The biggest annoyance is that the money chits are not double sided, causing extra confusion and down time in keeping all of your chits right side up.  Also, the fact that there are sprues still left on the cards is a little annoying as well.  Finally (and this is not the game's fault), using letters to distinguish the different kinds of auctions as opposed to symbols is an annoyance.  So, while Modern Art is one of my favorite games, the presentation is nice, but the components leave you wishing that they had just invested a little more effort.",True
498,"Don't let the dice fool you, this is a strategy game. You populate buildings on the board that let you get dice for your future rolls. The dice give you options in order to earn points by using the dice with the various action cards or events to convert them into points. There are a lot of options and you only see a few cards each game so each play will be different. I really enjoyed the mechanic, it has a very original feel.",True
